Country,Region,State,Territory,City
India,South,Andhra Pradesh,AP-Territory 1,Kovurpalle
India,South,Andhra Pradesh,AP-Territory 1,Kovvur
India,South,Andhra Pradesh,AP-Territory 1,Kukatpalle
India,South,Andhra Pradesh,AP-Territory 1,Kuppam
India,South,Andhra Pradesh,AP-Territory 1,Kurnool
India,South,Andhra Pradesh,AP-Territory 1,Kyathampalle
India,South,Andhra Pradesh,AP-Territory 1,L.B. Nagar
India,South,Andhra Pradesh,AP-Territory 1,Macherla
India,South,Andhra Pradesh,AP-Territory 1,Machilipatnam
India,South,Andhra Pradesh,AP-Territory 1,Madanapalle
India,South,Andhra Pradesh,AP-Territory 1,Madaram
India,South,Andhra Pradesh,AP-Territory 1,Mahbubnagar
India,South,Andhra Pradesh,AP-Territory 1,Malkajgiri
India,South,Andhra Pradesh,AP-Territory 1,Mancherial
India,South,Andhra Pradesh,AP-Territory 1,Mandamarri
India,South,Andhra Pradesh,AP-Territory 1,Mandapeta
India,South,Andhra Pradesh,AP-Territory 1,Mangalagiri
India,South,Andhra Pradesh,AP-Territory 1,Manugur
India,South,Andhra Pradesh,AP-Territory 1,Markapur
India,South,Andhra Pradesh,AP-Territory 1,Medak
India,South,Andhra Pradesh,AP-Territory 1,Meerpet
India,South,Andhra Pradesh,AP-Territory 1,Miryalguda
India,South,Andhra Pradesh,AP-Territory 1,Moragudi
India,South,Andhra Pradesh,AP-Territory 1,Nagari
India,South,Andhra Pradesh,AP-Territory 1,Nagarkurnool
India,South,Andhra Pradesh,AP-Territory 1,Nalgonda
India,South,Andhra Pradesh,AP-Territory 1,Nandyal
India,South,Andhra Pradesh,AP-Territory 1,Narasaraopet
India,South,Andhra Pradesh,AP-Territory 1,Narayanavanam
India,South,Andhra Pradesh,AP-Territory 1,Narayanpet
India,South,Andhra Pradesh,AP-Territory 1,Narsapur
India,South,Andhra Pradesh,AP-Territory 1,Narsingi
India,South,Andhra Pradesh,AP-Territory 1,Narsipatnam
India,South,Andhra Pradesh,AP-Territory 1,Naspur
India,South,Andhra Pradesh,AP-Territory 1,Nellimaria
India,South,Andhra Pradesh,AP-Territory 1,Nellore
India,South,Andhra Pradesh,AP-Territory 1,Nidadavole
India,South,Andhra Pradesh,AP-Territory 1,Nirmal
India,South,Andhra Pradesh,AP-Territory 1,Nizamabad
India,South,Andhra Pradesh,AP-Territory 1,Nuzvid
India,South,Andhra Pradesh,AP-Territory 1,Omerkhan daira
India,South,Andhra Pradesh,AP-Territory 1,Ongole
India,South,Andhra Pradesh,AP-Territory 1,Osmania University
India,South,Andhra Pradesh,AP-Territory 1,Palacole
India,South,Andhra Pradesh,AP-Territory 1,Palakurthi
India,South,Andhra Pradesh,AP-Territory 1,Palasa @ Kasibugga
India,South,Andhra Pradesh,AP-Territory 1,Palwancha
India,South,Andhra Pradesh,AP-Territory 1,Pamur
India,South,Andhra Pradesh,AP-Territory 1,Papampeta
India,South,Andhra Pradesh,AP-Territory 1,Parvathipuram
India,South,Andhra Pradesh,AP-Territory 1,Patancheru
India,South,Andhra Pradesh,AP-Territory 1,Pedana
India,South,Andhra Pradesh,AP-Territory 1,Peddapuram
India,South,Andhra Pradesh,AP-Territory 1,Pitapuram
India,South,Andhra Pradesh,AP-Territory 1,Ponnur
India,South,Andhra Pradesh,AP-Territory 1,Proddatur
India,South,Andhra Pradesh,AP-Territory 1,Punganur
India,South,Andhra Pradesh,AP-Territory 1,Puttur
India,South,Andhra Pradesh,AP-Territory 1,Quthbullapur
India,South,Andhra Pradesh,AP-Territory 1,Rajahmundry
India,South,Andhra Pradesh,AP-Territory 1,Rajam
India,South,Andhra Pradesh,AP-Territory 1,Rajendranagar
India,South,Andhra Pradesh,AP-Territory 1,Ramachandrapuram
India,South,Andhra Pradesh,AP-Territory 1,Ramachandrapuram
India,South,Andhra Pradesh,AP-Territory 1,Ramachandrapuram-Bhel Township )
India,South,Andhra Pradesh,AP-Territory 1,Ramagundam
India,South,Andhra Pradesh,AP-Territory 1,Ramanayyapeta
India,South,Andhra Pradesh,AP-Territory 1,Ramapuram
India,South,Andhra Pradesh,AP-Territory 1,Rameswaram
India,South,Andhra Pradesh,AP-Territory 1,Rampachodavaram
India,South,Andhra Pradesh,AP-Territory 1,Rayachoti
India,South,Andhra Pradesh,AP-Territory 1,Rayadurg
India,South,Andhra Pradesh,AP-Territory 1,Renigunta
India,South,Andhra Pradesh,AP-Territory 1,Repalle
India,South,Andhra Pradesh,AP-Territory 1,Sadasivpet
India,South,Andhra Pradesh,AP-Territory 1,Salur
India,South,Andhra Pradesh,AP-Territory 1,Samalkota
India,South,Andhra Pradesh,AP-Territory 1,Sangareddy
India,South,Andhra Pradesh,AP-Territory 1,Sarapaka
India,South,Andhra Pradesh,AP-Territory 1,Sattenapalle
India,South,Andhra Pradesh,AP-Territory 1,Secunderabad
India,South,Andhra Pradesh,AP-Territory 1,Serilingampalle
India,South,Andhra Pradesh,AP-Territory 1,Siddipet
India,South,Andhra Pradesh,AP-Territory 1,Singapur
India,South,Andhra Pradesh,AP-Territory 1,Singarayakonda
India,South,Andhra Pradesh,AP-Territory 1,Sirsilla
India,South,Andhra Pradesh,AP-Territory 1,Sompeta
India,South,Andhra Pradesh,AP-Territory 1,Srikakulam
India,South,Andhra Pradesh,AP-Territory 1,Srikalahasti
India,South,Andhra Pradesh,AP-Territory 1,Sriramnagar
India,South,Andhra Pradesh,AP-Territory 1,Srisailam  Project (RFC) Township
India,South,Andhra Pradesh,AP-Territory 1,Srisailamgudem Devasthanam
India,South,Andhra Pradesh,AP-Territory 1,Suryapet
India,South,Andhra Pradesh,AP-Territory 1,Suryaraopeta
India,South,Andhra Pradesh,AP-Territory 1,Tadepalligudem
India,South,Andhra Pradesh,AP-Territory 1,Tadpatri
India,South,Andhra Pradesh,AP-Territory 1,Tallapalle
India,South,Andhra Pradesh,AP-Territory 1,Tandur
India,South,Andhra Pradesh,AP-Territory 1,Tanuku
India,South,Andhra Pradesh,AP-Territory 1,Teegalapahad
India,South,Andhra Pradesh,AP-Territory 1,Tenali
India,South,Andhra Pradesh,AP-Territory 1,Tiruchanur
India,South,Andhra Pradesh,AP-Territory 1,Tirumala
India,South,Andhra Pradesh,AP-Territory 1,Tirupati
India,South,Andhra Pradesh,AP-Territory 1,Tirupati (NMA)
India,South,Andhra Pradesh,AP-Territory 1,Tuni
India,South,Andhra Pradesh,AP-Territory 1,Uppal Kalan
India,South,Andhra Pradesh,AP-Territory 1,Upper Sileru Project Site Camp
India,South,Andhra Pradesh,AP-Territory 1,Uravakonda
India,South,Andhra Pradesh,AP-Territory 1,Vaparala
India,South,Andhra Pradesh,AP-Territory 1,Venkatagiri
India,South,Andhra Pradesh,AP-Territory 1,Vepagunta
India,South,Andhra Pradesh,AP-Territory 1,Vetapalem
India,South,Andhra Pradesh,AP-Territory 1,Vicarabad
India,South,Andhra Pradesh,AP-Territory 1,Vijayapuri (North)
India,South,Andhra Pradesh,AP-Territory 1,Vijayawada
India,South,Andhra Pradesh,AP-Territory 1,Vinukonda
India,South,Andhra Pradesh,AP-Territory 1,Visakhapatnam
India,South,Andhra Pradesh,AP-Territory 1,Vizianagaram
India,South,Andhra Pradesh,AP-Territory 1,Wanaparthi
India,South,Andhra Pradesh,AP-Territory 1,Warangal
India,South,Andhra Pradesh,AP-Territory 1,Yadagirigutta
India,South,Andhra Pradesh,AP-Territory 1,Yellandu
India,South,Andhra Pradesh,AP-Territory 1,Yemmiganur
India,South,Andhra Pradesh,AP-Territory 1,Yerraguntla
India,South,Andhra Pradesh,AP-Territory 1,Zahirabad
India,East,Arunachal Pradesh,AR-Territory 1,Along
India,East,Arunachal Pradesh,AR-Territory 1,Basar
India,East,Arunachal Pradesh,AR-Territory 1,Bomdila
India,East,Arunachal Pradesh,AR-Territory 1,Changlang
India,East,Arunachal Pradesh,AR-Territory 1,Daporijo
India,East,Arunachal Pradesh,AR-Territory 1,Deomali
India,East,Arunachal Pradesh,AR-Territory 1,Itanagar
India,East,Arunachal Pradesh,AR-Territory 1,Jairampur
India,East,Arunachal Pradesh,AR-Territory 1,Khonsa
India,East,Arunachal Pradesh,AR-Territory 1,Naharlagun
India,East,Arunachal Pradesh,AR-Territory 1,Namsai
India,East,Arunachal Pradesh,AR-Territory 1,Pasighat
India,East,Arunachal Pradesh,AR-Territory 1,Roing
India,East,Arunachal Pradesh,AR-Territory 1,Seppa
India,East,Arunachal Pradesh,AR-Territory 1,Tawang
India,East,Arunachal Pradesh,AR-Territory 1,Tezu
India,East,Arunachal Pradesh,AR-Territory 1,Ziro
India,East,Assam,AS-Territory 1,Abhayapuri
India,East,Assam,AS-Territory 1,Ambikapur Part-X
India,East,Assam,AS-Territory 1,Amguri
India,East,Assam,AS-Territory 1,Anand Nagar
India,East,Assam,AS-Territory 1,Badarpur
India,East,Assam,AS-Territory 1,Badarpur Rly Town
India,East,Assam,AS-Territory 1,Bahbari Gaon
India,East,Assam,AS-Territory 1,Bamun Sualkuchi
India,East,Assam,AS-Territory 1,Barbari (AMC Area)
India,East,Assam,AS-Territory 1,Barpathar
India,East,Assam,AS-Territory 1,Barpeta
India,East,Assam,AS-Territory 1,Barpeta Road
India,East,Assam,AS-Territory 1,Basugaon
India,East,Assam,AS-Territory 1,Bihpuria
India,East,Assam,AS-Territory 1,Bijni
India,East,Assam,AS-Territory 1,Bilasipara
India,East,Assam,AS-Territory 1,Biswanath Chariali
India,East,Assam,AS-Territory 1,Bohari
India,East,Assam,AS-Territory 1,Bokajan
India,East,Assam,AS-Territory 1,Bokakhat
India,East,Assam,AS-Territory 1,Bongaigaon
India,East,Assam,AS-Territory 1,"Bongaigaon, Refinery & Petro-chemical Ltd. Township"
India,East,Assam,AS-Territory 1,Borgolai Grant No.11
India,East,Assam,AS-Territory 1,Chabua
India,East,Assam,AS-Territory 1,Chandrapur Bagicha
India,East,Assam,AS-Territory 1,Chapar
India,East,Assam,AS-Territory 1,Chekonidhara
India,East,Assam,AS-Territory 1,Choto Haibor
India,East,Assam,AS-Territory 1,Dergaon
India,East,Assam,AS-Territory 1,Dharapur
India,East,Assam,AS-Territory 1,Dhekiajuli
India,East,Assam,AS-Territory 1,Dhemaji
India,East,Assam,AS-Territory 1,Dhing
India,East,Assam,AS-Territory 1,Dhubri
India,East,Assam,AS-Territory 1,Dibrugarh
India,East,Assam,AS-Territory 1,Digboi
India,East,Assam,AS-Territory 1,Digboi Oil Town
India,East,Assam,AS-Territory 1,Dimaruguri
India,East,Assam,AS-Territory 1,Diphu
India,East,Assam,AS-Territory 1,Doboka
India,East,Assam,AS-Territory 1,Dokmoka
India,East,Assam,AS-Territory 1,Donkamokam
India,East,Assam,AS-Territory 1,Doom Dooma
India,East,Assam,AS-Territory 1,Duliajan No.1
India,East,Assam,AS-Territory 1,Duliajan Oil Town
India,East,Assam,AS-Territory 1,Durga Nagar Part-V
India,East,Assam,AS-Territory 1,Gauripur
India,East,Assam,AS-Territory 1,Goalpara
India,East,Assam,AS-Territory 1,Gohpur
India,East,Assam,AS-Territory 1,Golaghat
India,East,Assam,AS-Territory 1,Golokganj
India,East,Assam,AS-Territory 1,Gossaigaon
India,East,Assam,AS-Territory 1,Guwahati
India,East,Assam,AS-Territory 1,Haflong
India,East,Assam,AS-Territory 1,Hailakandi
India,East,Assam,AS-Territory 1,Hamren
India,East,Assam,AS-Territory 1,Hindustan Paper Corporation Ltd. Township Area Panchgram
India,East,Assam,AS-Territory 1,Hojai
India,East,Assam,AS-Territory 1,Howli
India,East,Assam,AS-Territory 1,Howraghat
India,East,Assam,AS-Territory 1,Jagiroad
India,East,Assam,AS-Territory 1,Jonai Bazar
India,East,Assam,AS-Territory 1,Jorhat
India,East,Assam,AS-Territory 1,Kampur Town
India,East,Assam,AS-Territory 1,Kanakpur Part-II
India,East,Assam,AS-Territory 1,Karimganj
India,East,Assam,AS-Territory 1,Kharijapikon
India,East,Assam,AS-Territory 1,Kharupatia
India,East,Assam,AS-Territory 1,Kochpara
India,East,Assam,AS-Territory 1,Kokrajhar
India,East,Assam,AS-Territory 1,Kumar Kaibarta Gaon
India,East,Assam,AS-Territory 1,Lakhipur
India,East,Assam,AS-Territory 1,Lakhipur
India,East,Assam,AS-Territory 1,Lala
India,East,Assam,AS-Territory 1,Lanka
India,East,Assam,AS-Territory 1,Lido Tikok
India,East,Assam,AS-Territory 1,Lido Town
India,East,Assam,AS-Territory 1,Lumding
India,East,Assam,AS-Territory 1,Lumding Rly Colony
India,East,Assam,AS-Territory 1,Mahur
India,East,Assam,AS-Territory 1,Maibong
India,East,Assam,AS-Territory 1,Majgaon
India,East,Assam,AS-Territory 1,Makum
India,East,Assam,AS-Territory 1,Mangaldoi
India,East,Assam,AS-Territory 1,Mankachar
India,East,Assam,AS-Territory 1,Margherita
India,East,Assam,AS-Territory 1,Mariani
India,East,Assam,AS-Territory 1,Marigaon
India,East,Assam,AS-Territory 1,Moran Town
India,East,Assam,AS-Territory 1,Moranhat
India,East,Assam,AS-Territory 1,Nagaon
India,East,Assam,AS-Territory 1,Naharkatiya
India,East,Assam,AS-Territory 1,Nalbari
India,East,Assam,AS-Territory 1,Namrup
India,East,Assam,AS-Territory 1,Naubaisa Gaon
India,East,Assam,AS-Territory 1,Nazira
India,East,Assam,AS-Territory 1,New Bongaigaon Rly. Colony
India,East,Assam,AS-Territory 1,North Guwahati
India,East,Assam,AS-Territory 1,North Lakhimpur
India,East,Assam,AS-Territory 1,Numaligarh Refinery Township
India,East,Assam,AS-Territory 1,Palasbari
India,East,Assam,AS-Territory 1,Pathsala
India,East,Assam,AS-Territory 1,Rangapara
India,East,Assam,AS-Territory 1,Rangia
India,East,Assam,AS-Territory 1,Salakati
India,East,Assam,AS-Territory 1,Sapatgram
India,East,Assam,AS-Territory 1,Sarbhog
India,East,Assam,AS-Territory 1,Sarthebari
India,East,Assam,AS-Territory 1,Sarupathar
India,East,Assam,AS-Territory 1,Sarupathar Bengali
India,East,Assam,AS-Territory 1,Senchoa Gaon
India,East,Assam,AS-Territory 1,Sibsagar
India,East,Assam,AS-Territory 1,Silapathar
India,East,Assam,AS-Territory 1,Silchar
India,East,Assam,AS-Territory 1,Silchar Part-X
India,East,Assam,AS-Territory 1,Sonari
India,East,Assam,AS-Territory 1,Sualkuchi
India,East,Assam,AS-Territory 1,Tangla
India,East,Assam,AS-Territory 1,Tezpur
India,East,Assam,AS-Territory 1,Tihu
India,East,Assam,AS-Territory 1,Tinsukia
India,East,Assam,AS-Territory 1,Titabor Town
India,East,Assam,AS-Territory 1,Udalguri
India,East,Assam,AS-Territory 1,Umrangso
India,East,Assam,AS-Territory 1,Uttar Krishnapur Part-I
India,East,Bihar,BI-Territory1,Amarpur
India,East,Bihar,BI-Territory1,Araria
India,East,Bihar,BI-Territory1,Areraj
India,East,Bihar,BI-Territory1,Arrah
India,East,Bihar,BI-Territory1,Asarganj
India,East,Bihar,BI-Territory1,Aurangabad
India,East,Bihar,BI-Territory1,Bagaha
India,East,Bihar,BI-Territory1,Bahadurganj
India,East,Bihar,BI-Territory1,Bairgania
India,East,Bihar,BI-Territory1,Bakhtiarpur
India,East,Bihar,BI-Territory1,Banka
India,East,Bihar,BI-Territory1,Banmankhi Bazar
India,East,Bihar,BI-Territory1,Barahiya
India,East,Bihar,BI-Territory1,Barauli
India,East,Bihar,BI-Territory1,Barauni IOC Township
India,East,Bihar,BI-Territory1,Barbigha
India,East,Bihar,BI-Territory1,Barh
India,East,Bihar,BI-Territory1,Begusarai
India,East,Bihar,BI-Territory1,Behea
India,East,Bihar,BI-Territory1,Belsand
India,East,Bihar,BI-Territory1,Bettiah
India,East,Bihar,BI-Territory1,Bhabua
India,East,Bihar,BI-Territory1,Bhagalpur (M.Corp)
India,East,Bihar,BI-Territory1,Bihar
India,East,Bihar,BI-Territory1,Bikramganj
India,East,Bihar,BI-Territory1,Birpur
India,East,Bihar,BI-Territory1,Bodh Gaya
India,East,Bihar,BI-Territory1,Buxar
India,East,Bihar,BI-Territory1,Chakia
India,East,Bihar,BI-Territory1,Chanpatia
India,East,Bihar,BI-Territory1,Chapra
India,East,Bihar,BI-Territory1,Colgong
India,East,Bihar,BI-Territory1,Dalsinghsarai
India,East,Bihar,BI-Territory1,Darbhanga
India,East,Bihar,BI-Territory1,Daudnagar
India,East,Bihar,BI-Territory1,Dehri
India,East,Bihar,BI-Territory1,Dhaka
India,East,Bihar,BI-Territory1,Dighwara
India,East,Bihar,BI-Territory1,Dinapur Cantt.
India,East,Bihar,BI-Territory1,Dinapur Nizamat
India,East,Bihar,BI-Territory1,Dumra
India,East,Bihar,BI-Territory1,Dumraon
India,East,Bihar,BI-Territory1,Fatwah
India,East,Bihar,BI-Territory1,Forbesganj
India,East,Bihar,BI-Territory1,Gaya
India,East,Bihar,BI-Territory1,Ghoghardiha
India,East,Bihar,BI-Territory1,Gogri Jamalpur
India,East,Bihar,BI-Territory1,Gopalganj
India,East,Bihar,BI-Territory1,Habibpur
India,East,Bihar,BI-Territory1,Hajipur
India,East,Bihar,BI-Territory1,Hilsa
India,East,Bihar,BI-Territory1,Hisua
India,East,Bihar,BI-Territory1,Islampur
India,East,Bihar,BI-Territory1,Jagdishpur
India,East,Bihar,BI-Territory1,Jainagar
India,East,Bihar,BI-Territory1,Jamalpur
India,East,Bihar,BI-Territory1,Jamhaur
India,East,Bihar,BI-Territory1,Jamui
India,East,Bihar,BI-Territory1,Janakpur Road
India,East,Bihar,BI-Territory1,Jehanabad
India,East,Bihar,BI-Territory1,Jhajha
India,East,Bihar,BI-Territory1,Jhanjharpur
India,East,Bihar,BI-Territory1,Jogbani
India,East,Bihar,BI-Territory1,Kanti
India,East,Bihar,BI-Territory1,Kasba
India,East,Bihar,BI-Territory1,Kataiya
India,East,Bihar,BI-Territory1,Katihar
India,East,Bihar,BI-Territory1,Khagaria
India,East,Bihar,BI-Territory1,Khagaul
India,East,Bihar,BI-Territory1,Kharagpur
India,East,Bihar,BI-Territory1,Khusrupur
India,East,Bihar,BI-Territory1,Kishanganj
India,East,Bihar,BI-Territory1,Koath
India,East,Bihar,BI-Territory1,Koilwar
India,East,Bihar,BI-Territory1,Lakhisarai
India,East,Bihar,BI-Territory1,Lalganj
India,East,Bihar,BI-Territory1,Lauthaha
India,East,Bihar,BI-Territory1,Madhepura
India,East,Bihar,BI-Territory1,Madhubani
India,East,Bihar,BI-Territory1,Maharajganj
India,East,Bihar,BI-Territory1,Mahnar Bazar
India,East,Bihar,BI-Territory1,Mairwa
India,East,Bihar,BI-Territory1,Makhdumpur
India,East,Bihar,BI-Territory1,Maner
India,East,Bihar,BI-Territory1,Manihari
India,East,Bihar,BI-Territory1,Marhaura
India,East,Bihar,BI-Territory1,Masaurhi
India,East,Bihar,BI-Territory1,Mirganj
India,East,Bihar,BI-Territory1,Mohiuddinagar
India,East,Bihar,BI-Territory1,Mokameh
India,East,Bihar,BI-Territory1,Motihari
India,East,Bihar,BI-Territory1,Motipur
India,East,Bihar,BI-Territory1,Munger
India,East,Bihar,BI-Territory1,Murliganj
India,East,Bihar,BI-Territory1,Muzaffarpur
India,East,Bihar,BI-Territory1,Nabinagar
India,East,Bihar,BI-Territory1,Narkatiaganj
India,East,Bihar,BI-Territory1,Naugachhia
India,East,Bihar,BI-Territory1,Nawada
India,East,Bihar,BI-Territory1,Nirmali
India,East,Bihar,BI-Territory1,Nokha
India,East,Bihar,BI-Territory1,Paharpur
India,East,Bihar,BI-Territory1,Patna
India,East,Bihar,BI-Territory1,Phulwari Sharif
India,East,Bihar,BI-Territory1,Piro
India,East,Bihar,BI-Territory1,Purnia
India,East,Bihar,BI-Territory1,Rafiganj
India,East,Bihar,BI-Territory1,Raghunathpur
India,East,Bihar,BI-Territory1,Rajgir
India,East,Bihar,BI-Territory1,Ramnagar
India,East,Bihar,BI-Territory1,Raxaul Bazar
India,East,Bihar,BI-Territory1,Revelganj
India,East,Bihar,BI-Territory1,Rosera
India,East,Bihar,BI-Territory1,Saharsa
India,East,Bihar,BI-Territory1,Samastipur
India,East,Bihar,BI-Territory1,Sasaram
India,East,Bihar,BI-Territory1,Shahpur
India,East,Bihar,BI-Territory1,Sheikhpura
India,East,Bihar,BI-Territory1,Sheohar
India,East,Bihar,BI-Territory1,Sherghati
India,East,Bihar,BI-Territory1,Silao
India,East,Bihar,BI-Territory1,Sitamarhi
India,East,Bihar,BI-Territory1,Siwan
India,East,Bihar,BI-Territory1,Sonepur
India,East,Bihar,BI-Territory1,Sugauli
India,East,Bihar,BI-Territory1,Sultanganj
India,East,Bihar,BI-Territory1,Supaul
India,East,Bihar,BI-Territory1,Tekari
India,East,Bihar,BI-Territory1,Thakurganj
India,East,Bihar,BI-Territory1,Warisaliganj
India,North,Chandigarh ,CH-Territory 1,Chandigarh
India,Central,Chhattisgarh,CG-Territory 1,Ahiwara
India,Central,Chhattisgarh,CG-Territory 2,Akaltara
India,Central,Chhattisgarh,CG-Territory 3,Ambagarh Chowki
India,Central,Chhattisgarh,CG-Territory 4,Ambikapur
India,Central,Chhattisgarh,CG-Territory 5,Arang
India,Central,Chhattisgarh,CG-Territory 6,Bade Bacheli
India,Central,Chhattisgarh,CG-Territory 7,Bagbahara
India,Central,Chhattisgarh,CG-Territory 8,Baikunthpur
India,Central,Chhattisgarh,CG-Territory 9,Balod
India,Central,Chhattisgarh,CG-Territory 10,Baloda
India,Central,Chhattisgarh,CG-Territory 11,Baloda Bazar
India,Central,Chhattisgarh,CG-Territory 12,Banarsi
India,Central,Chhattisgarh,CG-Territory 13,Basna
India,Central,Chhattisgarh,CG-Territory 14,Bemetra
India,Central,Chhattisgarh,CG-Territory 15,Bhanpuri
India,Central,Chhattisgarh,CG-Territory 16,Bhatapara
India,Central,Chhattisgarh,CG-Territory 17,Bhatgaon
India,Central,Chhattisgarh,CG-Territory 18,Bhilai Charoda
India,Central,Chhattisgarh,CG-Territory 19,Bhilai Nagar
India,Central,Chhattisgarh,CG-Territory 20,Bilaspur
India,Central,Chhattisgarh,CG-Territory 21,Bilha
India,Central,Chhattisgarh,CG-Territory 22,Birgaon
India,Central,Chhattisgarh,CG-Territory 23,Bodri
India,Central,Chhattisgarh,CG-Territory 24,Champa
India,Central,Chhattisgarh,CG-Territory 25,Chharchha
India,Central,Chhattisgarh,CG-Territory 26,Chhuikhadan
India,Central,Chhattisgarh,CG-Territory 27,Chirmiri
India,Central,Chhattisgarh,CG-Territory 28,Dalli-Rajhara
India,Central,Chhattisgarh,CG-Territory 29,Dantewada
